,Name,Birthdate
5200,Gayatri Devi,1919-05-23
5201,Kate Christensen,1962-08-22
5202,Richard Van Camp,1971-10-08
5203,Pío Baroja,1872-12-28
5204,Hugh R. Trevor-Roper,1914-01-15
5205,Jan Morris,1926-10-02
5206,Mavis Gallant,1922-08-11
5207,David Ritz,1943-12-02
5208,Dafydd ab Hugh,1960-10-22
5209,David S. Goyer,1965-12-22
5210,Anatoly Kuznetsov,1929-08-18
5211,Lon Milo DuQuette,1948-07-11
5212,Claudia Black,1972-10-11
5213,Terrance Dicks,1935-04-14
5214,James  Baldwin,1924-08-02
5215,Virginia Hamilton,1936-03-12
5216,Michael Warner,1958-09-09
5217,Christine Nöstlinger,1936-10-13
5218,Sukumar Ray,1887-10-30
5219,Jean de Joinville,1224-05-01
5220,Susan Howe,1937-06-10
5221,Kanata Konami,1958-07-03
5222,Andrei Cherny,1975-08-04
5223,Alexander Frater,1937-01-03
5224,Jonathan Cott,1942-12-24
5225,Adolf Galland,1912-03-19
5226,Mari Sandoz,1896-05-11
5227,Charles A. Lindbergh,1902-02-04
5228,Terry Gross,1951-02-14
5229,Zeruya Shalev,1959-05-13
5230,Greg Kot,1957-03-03
5231,Daniel V. Gallery,1901-07-10
5232,Ibtisam Barakat,1963-10-02
5233,Suzanne O'Malley,1954-05-15
5234,Randall Jarrell,1914-05-06
5235,Francis Iles,1893-07-05
5236,Alison Gopnik,1955-06-16
5237,Nancy Ekholm Burkert,1933-02-16
5238,Andy Mangels,1966-12-02
5239,Agnès Humbert,1894-10-12
5240,Witold Rybczynski,1943-03
5241,Bob  Graham,1936-11-09
5242,Adam Parfrey,1957-04-12
5243,Frederick Jackson Turner, 1861 -11-14
5244,Gail Parent,1940-08-12
5245,Tony Mitton,1951-01-10
5246,Justin Pollard,1968-01-30
5247,Adam  Copeland,1973-10-30
5248,Karl Barth,1886-05-10
5249,Sonya Hartnett,1968-03-23
5250,David Markson,1927-12-20
5251,Frances A. Yates,1899-11-28
5252,Rachel Zoe,1971-09-01
5253,Nancy A. Collins,1959-09-10
5254,Jean Vanier,1928-09-10
5255,Reba McEntire,1955-03-28
5256,Carl Gottlieb,1938-03-18
5257,Michael Caine,1933-03-14
5258,Carl E. Schorske,1915-03-15
5259,Andrew Niccol,1964-06-10
5260,Beth Lisick,1968-12-13
5261,Leroy Aarons,1933-12-08
5262,Thomas R. Flynn,1936-07-02
5263,Andy Greenwald,1977-05-19
5264,Grace Slick,1939-10-30
5265,Samuel Eliot Morison,1887-07-09
5266,Linda Nagata,1960-11-07
5267,Charles M. Payne,1948-03-14
5268,Kinky Friedman,1944-11-01
5269,Marina Warner,1946-11-09
5270,John Henry Newman,1801-02-21
5271,Robert B. Oxnam,1942-12-14
5272,Lawrence Sutin,1951-10-12
5273,Malachy McCourt,1931-09-20
5274,Kathy Acker,1947-04-18
5275,Elaine Scarry,1946-06-30
5276,Masami Tsuda,1970-07-09
5277,Marius Gabriel,1954-11-13
5278,Gary Gutting,1942-04-11
5279,Paul Éluard,1895-12-14
5280,Megan Abbott,1971-08-21
5281,Gregory Corso,1930-03-26
5282,Mike Caro,1944-05-16
5283,Kathleen Jamie,1962-05-13
5284,Michael Eric Dyson,1958-10-23
5285,Kenji Yoshino,1969-05-01
5286,Richard Pryor,1940-12-01
5287,M. Russell Ballard,1928-10-08
5288,Peter D. Kramer,1948-10-22
5289,E.M. Bounds,1835-08-15
5290,Seth Mnookin,1972-04-27
5291,Jim Rogers,1942-10-19
5292,Carolyn See,1934-01-13
5293,Theron Q. Dumont,1862-12-05
5294,David Benatar,1966-12-08
5295,Saira Shah,1964-10-05
5296,Paul Magrs,1969-11-12
5297,Stan Sakai,1953-05-25
5298,V. Vale,1944-02-04
5299,Cheikh Anta Diop,1923-12-29
5300,Alfred Adler,1870-02-07
5301,Jeff Lemire,1976-03-21
5302,Gregory White Smith,1951-10-04
5303,George H.W. Bush,1924-06-12
5304,Rosina Lippi,1956-01-14
5305,David Toop,1949-05-05
5306,Hans J. Massaquoi,1926-01-19
5307,Eric Shanower,1963-10-23
5308,M.K. Wren,1938-06-05
5309,Sofie Laguna,1968-04-02
5310,David Wallechinsky,1948-02-05
5311,Anna Botsford Comstock,1854-09-01
5312,Newt Gingrich,1943-06-17
5313,Fred Chappell,1936-05-28
5314,Bessie Head,1937-07-06
5315,Tzvetan Todorov,1939-03-01
5316,Raul Hilberg,1926-06-02
5317,John Coy,1958-08-09
5318,Peter Bagge,1957-12-11
5319,Victor Papanek,1923-11-22
5320,Thomas McGuane,1939-12-11
5321,Scott Simon,1952-03-16
5322,Rita Marley,1946-07-25
5323,Nikki Grimes,1950-10-20
5324,Terri  Clark,1968-08-05
5325,Vladimir Sorokin,1955-08-07
5326,Chris Colfer,1990-05-27
5327,Gustav Davidson,1895-12-25
5328,Thomas S. Monson,1927-08-21
5329,Julius Evola,1898-05-19
5330,A.A. Attanasio,1951-09-20
5331,Russ Kick,1969-07-20
5332,Yoshiko Uchida,1921-11-24
5333,James Stewart,1908-05-20
5334,Ethan Coen,1954-11-29
5335,Gabrielle Bell,1976-03-24
5336,Mark Danner,1958-11-10
5337,Archibald MacLeish,1892-05-07
5338,Pierre-Joseph Proudhon,1809-01-15
5339,Anna Grigoryevna Dostoyevskaya,1846-09-12
5340,Lily Tomlin,1939-09-01
5341,Robert Marion,1766
5342,June Cross,1954-01-05
5343,Lewis Mumford,1895-10-19
5344,John Castle,1940-01-14
5345,David Lee Roth,1954-10-10
5346,Theodora Kroeber,1897-03-24
5347,Dave Gibbons,1949-04-14
5348,Donald Woods,1933-12-15
5349,Ann Beattie,1947-09-08
5350,Eugenio Montale,1896-10-12
5351,Hiroo Onoda,1922-03-19
5352,Kevin Weeks,1956-03-21
5353,Jack Williamson,1908-04-29
5354,Meir Shalev,1948-07-29
5355,Edgar Cayce,1877-03-18
5356,Harry Blamires,1916-11-06
5357,Dinesh D'Souza,1961-04-25
5358,Georgia O'Keeffe,1887-11-15
5359,Pierre Berton,1920-07-12
5360,Amos Tutuola,1920-06-20
5361,Everett M. Rogers,1931-03-06
5362,David Lipsky,1965-07-20
5363,Helie Lee,1964-08-29
5364,Keith H. Basso,1940-03-15
5365,Alexander Berkman,1870-11-21
5366,Max Arthur,1939-02-25
5367,Marcus Annaeus Lucanus,39-11-03
5368,Colby Buzzell,1976-07-17
5369,Rick Yancey,1962-11-04
5370,Augusto Boal,1931-03-16
5371,T. Berry Brazelton,1918-05-10
5372,Hermann Broch,1886-11-01
5373,Dita Von Teese,1972-09-28
5374,Richard Dreyfuss,1947-10-29
5375,Neal D. Barnard,1953-07-10
5376,Álvaro Mutis,1923-08-25
5377,María Amparo Escandón,1957-06-19
5378,Rachel Cusk,1967-02-08
5379,Yuyi Morales,1968-11-07
5380,Vinay   Kumar,1984-02-12
5381,David Crystal,1941-07-06
5382,Yakov Perelman,1882-12-04
5383,Guillermo Arriaga,1958-03-13
5384,Jean-Philippe Stassen,1966-03-14
5385,Alan Booth,1946-12-05
5386,Fred D'Aguiar,1960-02-02
5387,John Ruskin,1819-02-08
5388,Hugh D. Young,1930-11-03
5389,Malidoma Patrice Somé,1956-01-30
5390,Francis Weston Sears,1898-10-01
5391,Ramsey Campbell,1946-01-04
5392,Thea von Harbou,1888-12-27
5393,John Lukacs,1924-01-31
5394,Peter Ames Carlin,1963-03-13
5395,James C. Christensen,1942-09-26
5396,Deborah Eisenberg,1945-11-20
5397,William Durbin,1953-12-31
5398,Linda Chapman,1969-01-15
5399,Barry Gifford,1946-10-18
5400,Kirby Larson,1954-08-17
5401,Steven T. Seagle,1965-03-31
5402,Tristan Egolf,1971-12-19
5403,Simon Reynolds,1963-06-19
5404,Rodney Dangerfield,1921-11-22
5405,The RZA,1969-07-05
5406,Liza Picard,1927-10-11
5407,Maria Dermoût,1888-06-15
5408,Daniel Ellsberg,1931-04-07
5409,Martha Raddatz,1953-02-14
5410,Thomas Szasz,1920-04-15
5411,Mahasweta Devi,1926-01-14
5412,Alicia Giménez Bartlett,1951-06-10
5413,Steve Augarde,1950-10-03
5414,Joseph Moncure March,1899-07-27
5415,Erik Weihenmayer,1968-09-23
5416,Walter Block,1941-08-21
5417,Ron Wood,1947-06-01
5418,Michael Grunwald,1970-08-16
5419,Frank Galati,1943-11-29
5420,Arthur W. Upfield,1890-09-01
5421,Jerzy Grotowski,1933-08-11
5422,Judith Martin,1938-09-13
5423,William Taubman,1941-11-13
5424,Matthew Arnold,1822-12-24
5425,Hervé Guibert,1955-12-14
5426,Marc Aronson,1950-10-19
5427,Gene Edwards,1932-07-18
5428,Rudolf Otto,1869-09-25
5429,Edward T. Hall,1914-05-16
5430,Ralph D. Winter,1924-12-08
5431,Gerald Schroeder,1938-02-20
5432,Tony    Wilson,1950-02-20
5433,Gerda Lerner,1920-04-30
5434,Stanley Coren,1942-11-19
5435,Michael Eliot Howard,1922-11-29
5436,Gregory Bateson,1904-05-09
5437,Sterling E. Lanier,1927-12-18
5438,John Lindow,1946-07-23
5439,Andrew M. Greeley,1928-02-05
5440,Paul Schrader,1946-07-22
5441,Walter Wink,1935-05-21
5442,Bronisław Malinowski,1884-04-07
5443,M.E. Kerr,1927-05-27
5444,Laird Koenig,1927-09-24
5445,Asma Barlas,1950-03-10
5446,Mike Baron,1949-07-01
5447,Chris Skidmore,1981-05-17
5448,Edmund Hillary,1919-07-20
5449,Beth Ann Fennelly,1971-05-22
5450,Jay Wiseman,1949-06-16
5451,John Bingham,1815-01-21
5452,Ernest Cline,1972-03-29
5453,Victoria A. Fromkin,1923-05-16
5454,Marion Crawford,1909-06-05
5455,Peter Irons,1940-08-11
5456,Jorge G. Castañeda,1953-05-24
5457,Peter Gay,1923-06-20
5458,Glenway Wescott,1901-04-11
5459,B.H. Liddell Hart,1895-10-31
5460,Daniel Way,1974-12-27
5461,Herbert Goldstein,1922-06-26
5462,Courtney E. Martin,1979-12-31
5463,Violet Jessop,1887-10-02
5464,Richard Evans Schultes,1915-01-12
5465,Miho Obana,1970-04-26
5466,Douglas A. Anderson,1959-12-30
5467,David Packard,1912-09-07
5468,Florence Nightingale,1820-05-12
5469,Gerhard L. Weinberg,1928-01-01
5470,Graham Norton,1963-04-04
5471,Tim Lott,1956-01-23
5472,Steven Mithen,1960-10-16
5473,Michel Tremblay,1942-06-25
5474,Russell Means,1939-11-10
5475,Julia L. Sauer,1891-04-08
5476,James W. Fowler,1940-10-12
5477,Hiroaki Samura,1970-02-17
5478,Shōhei Ōoka,1909-03-06
5479,F. Sionil José,1924-12-03
5480,Jenna Maclaine,1975-07-30
5481,Gianni Rodari,1920-10-23
5482,Marjorie Wallace,1954-01-23
5483,Robin McGraw,1950-09-01
5484,Eddie Guerrero,1967-10-09
5485,Rosamond Lehmann,1901-02-03
5486,Rita Dove,1952-08-28
5487,David Housewright,1955-02-07
5488,John Ostrander,1949-04-20
5489,Bryan Magee,1930-04-12
5490,Daniel C. Esty,1959-06-06
5491,Judith Tarr,1955-01-30
5492,Louise Bagshawe,1971-06-28
5493,Janet Morgan,1921
5494,Mitsumasa Anno,1926-03-20
5495,Charles G. Finney,1905-12-01
5496,Amy Chua,1962-10-26
5497,Lion Feuchtwanger,1884-07-07
5498,Spalding Gray,1941-06-05
5499,Bob Costas,1952-03-22
5500,David F. Swensen,1954-01-26
5501,Sharon Page,1971-06-27
5502,Edmund Wilson,1895-05-08
5503,Mark Bryan,1967-05-06
5504,Madsen Pirie,1940-08-24
5505,Stig Dagerman,1923-10-05
5506,Pavlos Matesis,1933-01-12
5507,David Crosby,1941-08-14
5508,Christian Bobin,1951-04-24
5509,Sarah B. Pomeroy,1938-03-13
5510,Christina Lamb,1965-05-15
5511,Caitlin Brennan,1955-01-30
5512,Linda Greenhouse,1947-01-09
5513,Lucius Shepard,1943-08-21
5514,Sohrab Sepehri,1928-10-07
5515,Ismat Chughtai,1915-08-21
5516,Lin Yutang,1895-10-10
5517,Franz Joseph,1830-08-18
5518,Victor Serge,1890-12-30
5519,Tara June Winch,1983-12-02
5520,David G. Myers,1942-09-20
5521,Kim Addonizio,1954-07-31
5522,Marcel Pagnol,1895-02-28
5523,Fiona Walker,1944-05-24
5524,David J. Skal,1952-06-21
5525,Stephen    Lewis,1937-11-11
5526,Margaret  Wilson,1947-05-20
5527,Robert Sobel,1931-02-19
5528,Dorothy Porter,1954-03-26
5529,Susan Griffin,1943-01-26
5530,Robert C. Martin,1952-12-05
5531,Sheree Renée Thomas,1972-09-30
5532,Kurt Andersen,1954-08-22
5533,David Bischoff,1951-12-15
5534,James Sallis,1944-12-21
5535,Seán O'Casey,1880-03-30
5536,Parke Godwin,1929-01-28
5537,Phyllis A. Whitney,1903-09-09
5538,Bernice Rubens,1923-07-26
5539,John Cleese,1939-10-27
5540,George Smoot,1945-02-20
5541,P.J. Haarsma,1964-06-05
5542,Michael Baden,1934-07-27
5543,Norman Lebrecht,1948-07-11
5544,Edna Lewis,1916-04-13
5545,Robin Morgan,1941-01-29
5546,Michael D. Coe,1929-05-14
5547,Eric  Williams,1911-09-25
5548,David Bohm,1917-12-20
5549,Napoleon A. Chagnon,1938-08-27
5550,Samit Basu,1979-12-14
5551,Lidia Matticchio Bastianich,1947-02-21
5552,Giacomo Leopardi,1798-06-29
5553,Celeste De Blasis,1946-05-08
5554,Boy George,1961-06-14
5555,Hal Foster,1892-08-16
5556,James N. Rowe,1938-02-08
5557,Sierra St. James,1966-04-01
5558,Jennifer Storm,1975-05-07
5559,Daniel Carter Beard,1850-06-21
5560,Chuck Norris,1940-03-10
5561,Miroslav Krleža,1893-07-07
5562,Mantak Chia,1944-04-24
5563,Anita Rau Badami,1961-09-24
5564,Gail Evans,1941-12-17
5565,Owen Chase,1797-10-07
5566,Maurice Gee,1931-08-22
5567,Daniel Estulin,1966-08-29
5568,Jeffrey Ford,1955-11-08
5569,Robert Shearman,1970-02-10
5570,Willie Nelson,1933-04-29
5571,Joan Nestle,1940-05-12
5572,Rich Cohen,1968-07-30
5573,Christopher Anvil,1925-03-11
5574,Robert Kagan,1958-09-26
5575,Albert M. Wolters,1942-03-30
5576,Tom Keneally,1935-10-07
5577,Marie Hall Ets,1895-12-16
5578,Nancy Garden,1938-05-15
5579,Steve Englehart,1947-04-22
5580,Daniel Kahneman,1934-03-05
5581,David Pietrusza,1949-11-22
5582,Caroline Blackwood,1931-07-16
5583,Olen Steinhauer,1970-06-21
5584,Frank Parker Day,1881-05-09
5585,Fuyumi Soryo,1959-01-06
5586,C.P. Snow,1905-10-15
5587,Barry B. Longyear,1942-05-12
5588,Arthur Laurents,1917-07-14
5589,Hans Ruesch,1913-05-17
5590,Hillary Carlip,1956-10-20
5591,Yamuna Devi,1942-05-19
5592,Anita Loos,1888-04-26
5593,Wilfred Thesiger,1910-06-03
5594,Jerry Scott,1955-05-02
5595,John  Adams,1735-10-30
5596,Jean-Christophe Rufin,1952-06-28
5597,Immanuel Wallerstein,1930-09-28
5598,Inge Auerbacher,1934-12-31
5599,Laurie Bauer,1949-08-09
5600,Keith Giffen,1952-11-30
5601,Edgar P. Jacobs,1904-03-30
5602,Myron Levoy,1930-01-30
5603,A.J. Liebling,1904-10-18
5604,Carol Berkin,1942-10-01
5605,James K.A. Smith,1970-10-09
5606,Henry Mintzberg,1939-09-02
5607,Paul Gilroy,1956-02-16
5608,Bob Greene,1947-03-10
5609,Frank Hurley,1885-10-15
5610,Charles Olson,1910-12-27
5611,Stephen J. Sansweet,1945-06-14
5612,David  Crowder,1971-11-29
5613,Joe Camp,1939-04-20
5614,Tobias Smollett,1721-03-19
5615,Katherine A. Dettwyler,1955-02-03
5616,Byron Barton,1930-09-08
5617,Rich Burlew,1974-09-01
5618,Pauline Maier,1938-04-27
5619,Al Seckel,1958-09-03
5620,Elvira Lindo,1962-01-23
5621,Ramakrishna,1836-02-18
5622,Larry Winget,1952-10-02
5623,Benoît B. Mandelbrot,1924-11-20
5624,Lisa Whelchel,1963-05-29
5625,Jarrett J. Krosoczka,1977-12-22
5626,John W. Loftus,1954-09-18
5627,André Schwarz-Bart,1928-05-23
5628,Edgar Wallace,1875-04-01
5629,Lana Wachowski,1965-06-21
5630,Amir D. Aczel,1950-11-06
5631,John M. Frame,1939-04-08
5632,Eth Clifford,1915-12-25
5633,Donn Pearce,1928-09-28
5634,Charlie Connelly,1970-08-22
5635,Raffi Cavoukian,1948-07-08
5636,Paul McKenna,1963-11-08
5637,Frank Hammond,1921-10-12
5638,William Bramley,1928-04-18
5639,Eric Linklater,1899-03-08
5640,Margaret McNamara,1915-08-22
5641,John Mongan,1925-04-17
5642,Howard S. Becker,1928-04-18
5643,Pauline Campanelli,1943-01-25
5644,Jorie Graham,1950-05-09
5645,Stewart Wieck,1968-05-10
5646,John Pilger,1939-10-09
5647,Steve Thayer,1953-03-23
5648,George Takei,1937-04-20
5649,Annie Leibovitz,1949-10-02
5650,Ben Bradlee,1921-08-26
5651,Petr Horáček,1974-01-11
5652,Jessie Redmon Fauset,1882-04-27
5653,H.R.F. Keating,1926-10-31
5654,Carmen Carter,1954-10-21
5655,Daniel K. Richter,1954-10-15
5656,Igor Stravinsky,1882-06-17
5657,A.N. Wilson,1950-10-27
5658,Jean Raspail,1925-07-05
5659,Steve Matchett,1962-12-23
5660,Paul J. Steinhardt,1952-12-25
5661,Minetarō Mochizuki,1964-01-29
5662,Duncan Bannatyne,1949-02-02
5663,Lynne Olson,1949-08-19
5664,Tom Baker,1934-01-20
5665,Caroline Kennedy,1957-11-27
5666,Nnedi Okorafor,1974-04-08
5667,John D. Barrow,1952-11-29
5668,John E. Miller,1888-05-15
5669,Arkady Babchenko,1977-03-18
5670,Tom Waits,1949-12-07
5671,Luis Fernando Verissimo,1936-09-26
5672,Jane Addams,1860-09-06
5673,Josef Breuer,1842-01-15
5674,Joel Coen,1954-11-29
5675,Peter D. Schiff,1963-03-23
5676,Charles Vess,1951-06-10
5677,Dan Jenkins,1928-12-02
5678,Robert Lee Brewer,1939-03-01
5679,William Blinn,1937-07-21
5680,Linda Robinson,1947-06-18
5681,Travis S. Taylor,1968-07-24
5682,David A. Yallop,1937-01-27
5683,Derek Prince,1915-08-14
5684,Jane  Christmas,1954-01-22
5685,Philip K. Howard,1948-10-24
5686,Isobel Kuhn,1901-12-17
5687,Adyashanti,1962-10-26
5688,Elizabeth Edwards,1949-07-03
5689,Kelly Hunter,1963-07-21
5690,Walter Lippmann,1889-09-23
5691,Mike Watkinson,1961-08-01
5692,Chris Frith,1942-03-16
5693,Humberto R. Maturana,1928-09-14
5694,Gordon Burn,1948-01-16
5695,Julia Peterkin,1880-10-31
5696,Richard O'Connor,1889-08-21
5697,Alan Ryan,1940-05-09
5698,Elechi Amadi,1934-05-12
5699,Bjørn Lomborg,1965-01-06
5700,Donna  Hay,1970-01-28
5701,Walter Simonson,1946-09-02
5702,Maria Shriver,1955-11-06
5703,Christopher Robbins,1946-11-19
5704,Sheldon Lord,1938-06-24
5705,Richard     Paul,1940-06-06
5706,Leslie Rule,1958-02-25
5707,Ranulph Fiennes,1944-03-07
5708,P.C.  Wren,1875-11-01
5709,Robert Mankoff,1944-05-01
5710,Leanne Banks,1959-05-14
5711,Paul Prudhomme,1940-07-13
5712,Ishmael Reed,1938-02-22
5713,Mel Levine,1943-06-07
5714,Joey Goebel,1980-09-02
5715,Eugene T. Gendlin,1926-12-25
5716,Ron Koertge,1940-04-22
5717,S.I. Hayakawa,1906-07-18
5718,Vance Packard,1914-05-22
5719,Mark Tully,1935-10-24
5720,George Friedman,1949-02-01
5721,David Galula,1919-01-10
5722,Miklós Bánffy,1873-12-30
5723,Kathleen   O'Malley,1924-03-31
5724,Evangeline Walton,1907-11-24
5725,James B. Stockdale,1923-12-23
5726,Charles D. Ellis,1937-10-22
5727,Gina B. Nahai,1960-12-09
5728,Galileo Galilei,1564-02-15
5729,Ann Cameron,1967-08-22
5730,Lucy Kellaway,1959-06-26
5731,Philip Stokes,1906-10-25
5732,Arthur Ashe,1943-07-10
5733,Martin Gardner,1914-10-21
5734,Jabra Ibrahim Jabra,1919-08-28
5735,Connie Mason,1937-08-24
5736,David D. Friedman,1945-02-12
5737,Stephen Manes,1949-01-08
5738,Virginia Lanier,1930-10-28
5739,Conrad Anker,1962-11-27
5740,Wilhelm Reich,1897-03-24
5741,Derrick A. Bell,1930-11-06
5742,Shinichi Suzuki,1898-10-17
5743,George Herbert,1593-04-03
5744,Lorena A. Hickok,1893-03-07
5745,Joyce Sidman,1956-06-04
5746,Peter Mansfield,1933-10-09
5747,Liliuokalani,1838-09-02
5748,John Baylis,1885-05-11
5749,Gene Barretta,1960-09-09
5750,Jeff Nathanson,1965-10-12
5751,Elizabeth Kata,1912-10-09
5752,Maureen McCarthy,1936-03-11
5753,Alan Cumming,1965-01-27
5754,Diana Athill,1917-12-21
5755,Lee Young You,1977-04-11
5756,Teresa Rodríguez,1981-09-18
5757,Eleanor Davis,1983-01-16
5758,Marghanita Laski,1915-10-24
5759,Malcolm Muggeridge,1903-03-24
5760,Barry Cunliffe,1939-12-10
5761,Charlotte Gerson,1881-10-18
5762,Tony Campolo,1935-02-25
5763,Krista Tippett,1960-11-09
5764,Christopher Darden,1956-04-07
5765,Thomas Wolfe,1900-10-03
5766,Ted van Lieshout,1955-12-21
5767,Joseph Brodsky,1940-05-24
5768,James Dashner,1972-11-26
5769,Stacy Schiff,1961-10-26
5770,Stella Adler,1901-02-10
5771,Terry Burnham,1949-08-08
5772,Lydia Millet,1968-12-05
5773,Christopher Kraft,1924-02-28
5774,Doug TenNapel,1966-07-10
5775,Dan O'Brien,1966-07-18
5776,Claire de Duras,1777-03-23
5777,Ray Huang,1918-06-25
5778,Pier Paolo Pasolini,1922-03-05
5779,Carly Fiorina,1954-09-06
5780,Patricia Bosworth,1933-04-24
5781,Hermione Lee,1948-02-29
5782,Wess Stafford,1949-06-26
5783,Jay Parini,1948-04-02
5784,Denene Millner,1968-10-21
5785,Jeremy Robinson,1974-10-22
5786,Dave Navarro,1967-06-07
5787,Lisa Crystal Carver,1968-11-09
5788,Walter Rollin Brooks,1886-01-09
5789,Eamon Duffy,1947-02-09
5790,Fran Drescher,1957-09-30
5791,Klaus Kinski,1926-10-18
5792,Thomas F. Monteleone,1946-04-14
5793,Charlotte Delbo,1913-08-10
5794,Everett True,1961-04-21
5795,George Tenet,1953-01-05
5796,Ruthie Bolton,1967-05-25
5797,Helen Humphreys,1961-03-29
5798,Sonia Sanchez,1934-09-09
5799,Gus Lee,1946-08-08
5800,R.V. Cassill,1919-05-17
5801,Thomas C. Schelling,1921-04-14
5802,S.T. Joshi,1958-06-22
5803,Rolland Baker,1959-08-29
5804,Heidi Baker,1959-08-29
5805,Diane Stanley,1943-12-27
5806,Anne Stevenson,1933-01-03
5807,Charlotte Zolotow,1915-06-26
5808,Jacques-Yves Cousteau,1910-06-11
5809,Alex  Wright,1975-05-17
5810,Linda Seger,1945-08-27
5811,Max I. Dimont,1912-08-12
5812,Theodor Herzl,1860-05-02
5813,Jim Bishop,1907-11-21
5814,Daniel Guérin,1904-05-19
5815,Sheila Kay Adams,1953-03-18
5816,Michael Parenti,1933-09-30
5817,Mike  Lee,1971-06-04
5818,Gilbert Strang,1934-11-27
5819,Mary Kay Ash,1918-05-12
5820,Sarah Ferguson,1959-10-15
5821,Andrzej Szczypiorski,1928-02-03
5822,Howard R. Garis,1873-04-25
5823,Kelly Bennett,1971-05-21
5824,Harmony Korine,1973-01-04
5825,Timothy Garton Ash,1955-07-12
5826,John C. Polkinghorne,1930-10-16
5827,Kazuaki Tanahashi,1933-10-04
5828,Randall Garrett,1927-12-16
5829,Marilyn Stokstad,1929-02-16
5830,Fox Butterfield,1939-07-08
5831,Richard Greenberg,1958-02-22
5832,Buzz Aldrin,1930-01-20
5833,Roger Garaudy,1913-07-17
5834,Reinhold Niebuhr,1892-06-21
5835,Christopher Reeve,1952-09-25
5836,Angélica Gorodischer,1928-07-28
5837,Carol Lynn Pearson,1939-12-01
5838,Adam Ant,1954-11-03
5839,Ann Head,1915-10-30
5840,Bob Shea,1924-09-11
5841,Paco Ignacio Taibo II,1949-01-11
5842,Yan Lianke,1958-08-24
5843,Jane Jensen,1963-01-28
5844,Jane Haddam,1951-07-13
5845,Guy Endore,1901-07-04
5846,C.D. Wright,1949-01-06
5847,Keith Ablow,1961-11-23
5848,Philippe Ariès,1914-07-21
5849,George Goodman,1930-08-10
5850,Alfred Thayer Mahan,1840-09-27
5851,Deric Longden,1936-11-29
5852,Heather Graham Pozzessere,1953-03-15
5853,Christopher Moeller,1963-05-01
5854,I.J. Parker,1936-01-01
5855,Ewen Montagu,1901-03-29
5856,John Markoff,1949-10-24
5857,Anne Hébert,1916-08-01
5858,Ronald W. Walker,1939-10-12
5859,Steven B. Sample,1940-11-29
5860,Jan Tschichold,1902-04-02
5861,Yusuke Kishi,1959-01-03
5862,Ari Berk,1967-03-07
5863,Jillian Michaels,1974-02-18
5864,Toni Cade Bambara,1939-03-25
5865,Joe Orton,1933-01-01
5866,Vandana Shiva,1952-11-05
5867,Brian Kiteley,1956-09-26
5868,Simon Critchley,1960-02-27
5869,Deborah Blum,1954-10-19
5870,Myles Munroe,1954-04-20
5871,Steven Naifeh,1952-06-19
5872,Francine Patterson,1947-02-13
5873,Jordan Horowitz,1980-04-10
