,Name,Birthdate
33252,Tarusuke Shingaki,1976-06-18
33253,Mahdi Pakdel,1980-07-01
33254,Jordana Brewster,1980-04-26
33255,Maude Allen,1887-11-30
33256,Joe Lisi,1950-09-09
33257,Tony De Santis,1914-01-05
33258,Bartosz Bielenia,1992-05-15
33259,Róbert Koltai,1943-12-16
33260,Janhvi Kapoor,1997-03-06
33261,Solange Lackington,1962-12-07
33262,Manuel Alexandre,1917-11-11
33263,Chesty Morgan,1937-10-15
33264,Satomi Kôrogi,1962-11-14
33265,Erina Matsui,1984-01-08
33266,Darren Criss,1987-02-05
33267,James Parris,1905-12-15
33268,Jun Fubuki,1952-05-12
33269,Pierre Watkin,1887-12-29
33270,Steven Kampmann,1947-05-31
33271,Titus De Voogdt,1979-07-04
33272,John Astin,1930-03-30
33273,Kathleen Marshall,1962-09-28
33274,Jaden Smith,1998-07-08
33275,Lisa Stewart,1968-08-06
33276,Sam Trammell,1969-01-29
33277,Massimo Serato,1916-05-31
33278,Bill Cardille,1928-12-10
33279,Stacy Kamano,1974-09-17
33280,Ming Chen,1974-08-01
33281,Doug Scott,1941-05-29
33282,David Chase,1945-08-22
33283,Charlotte Rae,1926-04-22
33284,Jena Malone,1984-11-21
33285,Justin Humphrey,1966-08-17
33286,Michel Serrault,1928-01-24
33287,Miles Heizer,1994-05-16
33288,Tim Quill,1962-10-18
33289,Ron Kelly,1929-06-11
33290,Dale Wolfe,1962-07-18
33291,Hazel Terry,1918-01-23
33292,Gösta Prüzelius,1922-08-11
33293,Jørgen Beck,1914-12-13
33294,John Furey,1951-04-13
33295,Ruzica Sokic,1934-12-14
33296,Cam Gigandet,1982-08-16
33297,Robert Wolders,1936-09-28
33298,Mitch Vogel,1956-01-17
33299,Kristin Proctor,1978-04-16
33300,Saoirse Ronan,1994-04-12
33301,Dree Hemingway,1987-12-04
33302,Jacques Andreani,1929-11-22
33303,Post Malone,1995-07-04
33304,Karen Mok,1970-06-02
33305,Anne Valery,1926-02-24
33306,Kazumi Evans,1989-09-14
33307,Yoku Shioya,1958-06-24
33308,Caroline Rhea,1964-04-13
33309,Horace Cohen,1971-10-15
33310,Zdzislaw Ambroziak,1944-01-01
33311,Jeremy Tardy,1990-11-07
33312,Walter Hill,1940-01-10
33313,Nino Manfredi,1921-03-22
33314,Margot Kidder,1948-10-17
33315,Charlie Trairat,1993-01-19
33316,Oliver Bennett,1992-11-07
33317,Angelo Rossitto,1908-02-18
33318,Vincent Ball,1923-12-04
33319,Mantas Jankavicius,1980-05-20
33320,Wayne Allwine,1947-02-07
33321,Jan Rubes,1920-06-06
33322,Péter Gothár,1947-08-28
33323,Chuck Roberson,1919-05-10
33324,B. Suresha,1962-08-26
33325,André De Shields,1946-01-12
33326,Dakota Johnson,1989-10-04
33327,Olga Bisera,1944-05-26
33328,David Talbot,1951-09-22
33329,Yves Mourousi,1942-07-20
33330,Stella Parton,1949-05-04
33331,Ethan Juan,1982-11-08
33332,Jesús García,1881-11-13
33333,George W. Bush,1946-07-06
33334,Barry Martin,1943-02-20
33335,Maurycy Popiel,1990-01-03
33336,Rodney Perry,1970-09-15
33337,Mirta Miller,1948-08-16
33338,Paul Crauchet,1920-07-14
33339,Benny Urquidez,1952-06-20
33340,Constance Collier,1878-01-22
33341,Jack Gaud,1958
33342,Jack Budd,1899-03-16
33343,Ignacio Serricchio,1982-04-19
33344,Ashutosh Shukla,1966-06-24
33345,Jessi Klein,1975-08-18
33346,Tanya Berezin,1941-03-25
33347,Roger Imhof,1875-04-15
33348,Edmund Lowe,1890-03-03
33349,Yetide Badaki,1981-09-24
33350,Bobby Barber,1894-12-18
33351,Chihiro Suzuki,1977-02-17
33352,Charles Dennis,1946-12-16
33353,Juliette Mills,1941-11-21
33354,Lezlie Deane,1964-06-01
33355,Heather Donahue,1974-12-22
33356,Franklin Dyall,1870-02-03
33357,Kim Holland,1955-08-06
33358,McCaul Lombardi,1991-05-20
33359,William Hartnell,1908-01-08
33360,Caroline Ducey,1976-12-12
33361,Larry Flash Jenkins,1955-05-10
33362,Raoul Max Trujillo,1955-05-08
33363,Cristi Harris,1977-12-03
33364,Martha Hackett,1961-02-21
33365,Lee Yoo-mi,1994-07-18
33366,Jay Oakerson,1977-12-07
33367,Kenneth MacKenna,1899-08-19
33368,Irene Cefaro,1935-08-31
33369,Richard Leech,1922-11-24
33370,Tom Budge,1982-03-15
33371,Tamzin Outhwaite,1970-11-05
33372,Jerry Dexter,1935-04-18
33373,Jennifer Steyn,1961-10-29
33374,Amanda Righetti,1983-04-04
33375,Jerry Hernandez,1990-06-08
33376,Denys Arcand,1941-06-25
33377,Marita Geraghty,1962-03-26
33378,Jeroen Spitzenberger,1976-01-20
33379,Urara Takano,1961-08-16
33380,Jeanne Balibar,1968-04-13
33381,Richard Cawthorne,1976-12-03
33382,Glynnis O'Connor,1956-11-19
33383,Sanjay Suri,1971-04-06
33384,Tzi Ma,1962-06-10
33385,María Valverde,1987-03-24
33386,Vittoria Febbi,1939-02-13
33387,Larry Hsien Ping Lang,1956-06-21
33388,Vesna Trivalic,1965-03-13
33389,Art Linkletter,1912-07-17
33390,Stephanie Vogt,1990-02-15
33391,Jane Randolph,1914-10-30
33392,Kidada Jones,1974-03-22
33393,Connie Stevens,1938-08-08
33394,Gene Tierney,1920-11-19
33395,Zaara Vineet,2007
33396,Martine Beswick,1941-09-26
33397,Tom Hopper,1985-01-28
33398,Uschi Digard,1948-08-15
33399,Kavan Smith,1970-05-06
33400,Felix Mallard,1998-04-20
33401,Daphne Zuniga,1962-10-28
33402,Lenny Kent,1945-01-25
33403,Amber Gray,1981-04-02
33404,Johnny Hallyday,1943-06-15
33405,Robert Shaye,1939-03-04
33406,Geraldo Del Rey,1930-10-29
33407,Reginald Gibson,1927-07-31
33408,Shuler Hensley,1967-03-06
33409,Jamie Gillis,1943-04-20
33410,Andy Serkis,1964-04-20
33411,Cara Horgan,1984-10-05
33412,Rohan Nichol,1976-07-04
33413,Ariel Mateluna,1989-03-21
33414,Max Cullen,1940-04-29
33415,Gabriel Attal,1989-03-16
33416,Piper Curda,1997-08-16
33417,Jane Fonda,1937-12-21
33418,Agnieszka Wagner,1970-12-17
33419,Shelley Conn,1976-09-21
33420,Beatrice Winde,1924-01-05
33421,Sandra Dee,1942-04-23
33422,Polina Agureeva,1976-09-09
33423,Mamoun Elyounoussi,1987-06-23
33424,Joey Bragg,1996-07-20
33425,Michael Buffer,1944-11-02
33426,Hideo Ishikawa,1969-12-13
33427,Niall Wright,1991-07-26
33428,András Bodnár,1942-04-09
33429,Jason Momoa,1979-08-01
33430,Max Faulkner,1916-07-29
33431,Katharine Bard,1916-10-19
33432,Hua Yueh,1942-07-13
33433,Lauren Frost,1985-05-25
33434,Madison Lintz,1999-05-11
33435,Paddy McGuire,1884
33436,Phil Stein,1913-09-13
33437,Jordan Goldnadel,1989-06-29
33438,Lisa Chambers,1986-08-24
33439,Johnny Flynn,1983-03-14
33440,Summer Bishil,1988-07-17
33441,Betty Kennedy,1926-01-04
33442,Andrey Fayt,1903-08-29
33443,Elizabeth Kaitan,1960-07-19
33444,Robert Forward,1932-08-15
33445,Sophie Guillemin,1977-12-01
33446,Aya Cash,1982-07-13
33447,Hank Garrett,1931-10-26
33448,Damian Lewis,1971-02-11
33449,Selma Vaz Dias,1911-11-23
33450,Emily Jackson,1966-12-28
33451,Callum Keith Rennie,1960-09-14
33452,Clare Grogan,1962-03-17
33453,John Francis Daley,1985-07-20
33454,Yuka Imai,1970-09-19
33455,Rodd Dana,1934-08-08
33456,Anne Cornwall,1897-01-17
33457,Kyra Nichols,1958-07-02
33458,Marina Sirtis,1955-03-29
33459,Amy Yates,1998-09-30
33460,Sam Riegel,1976-10-09
33461,Mary Stein,1958-06-17
33462,Leslie Carlson,1933-02-24
33463,Puru Chibber,1990-08-22
33464,Gus Lewis,1993-01-19
33465,Michael Quill,1905-09-18
33466,Ann Firbank,1933-01-09
33467,Hilda Plowright,1890-11-29
33468,Rob Tinkler,1973-05-12
33469,Tamara Taylor,1970-09-27
33470,Spencer Stone,1992-08-13
33471,Wylie Watson,1889-02-06
33472,Marilù Tolo,1944-01-16
33473,Simon Bird,1984-08-19
33474,Chase Stokes,1992-09-16
33475,Daniel Wu,1974-09-30
33476,Carl Benson,1820-10-06
33477,Jeremy Kewley,1960-08-16
33478,Jean Gruault,1924-08-03
33479,Asako Dodo,1967-11-08
33480,Leigh McCloskey,1955-06-21
33481,Melis Birkan,1982-07-15
33482,Melissa George,1976-08-06
33483,Essie Davis,1970-01-19
33484,Akshay Anand,1969-01-30
33485,Fred Stinson,1922-12-28
33486,Don Carlson,1919-03-22
33487,Charles De'Ath,1968-05-24
33488,Jordan Ladd,1975-01-14
33489,Yana Marinova,1978-08-17
33490,Craig Blair,1959-10-17
33491,Kimia Hosseini,2003-07-29
33492,Jill Talley,1962-12-19
33493,Nicholas Worth,1937-09-04
33494,Anya Monzikova,1984-08-25
33495,Tim Downie,1977-07-14
33496,Ingvar Hirdwall,1934-12-05
33497,Suely Franco,1939-10-16
33498,Morris Ankrum,1896-08-28
33499,Kirill Pletnyov,1979-12-30
33500,Barbara Brylska,1941-06-05
33501,Xavier Dolan,1989-03-20
33502,Nutan Thakur,1973-07-11
33503,Ward Wood,1924-08-08
33504,Hannah Hoekstra,1987-08-02
33505,Fred Norris,1955-07-09
33506,Kardinal Offishall,1976-05-11
33507,Kishan Parmar,1992-04-09
33508,Layton Williams,1994-09-13
33509,Tomoya Nagase,1978-11-07
33510,Henrik Norlén,1970-09-02
33511,James Acheson,1946-03-13
33512,Erika Scheimer,1960-03-28
33513,Don C. Harvey,1911-12-12
33514,Betty McDowall,1924-08-14
33515,Cathleen Cordell,1915-05-21
33516,Jace Norman,2000-03-21
33517,Cara Seymour,1964-01-06
33518,Perla Bautista,1940-02-18
33519,Jon Scott,1958-11-07
33520,Dave Garroway,1913-07-13
33521,Michael Urie,1980-08-08
33522,Eri Ishida,1960-11-09
33523,Aldo Ralli,1935-10-21
33524,Tom Hollander,1967-08-25
33525,Fory Etterle,1908-05-24
33526,Grace Kaufman,2002-04-29
33527,Darrell Bryant,1940-10-06
33528,Christina Hendricks,1975-05-03
33529,Bernard Alane,1948-12-25
33530,Arun Bali,1942-12-23
33531,Luis Da Silva Jr.,1982-08-03
33532,Kathryn Prescott,1991-06-04
33533,Patrick Fischler,1969-12-29
33534,Tom Pelphrey,1982-07-28
33535,Michael Rady,1981-08-20
33536,Francesco De Vito,1970-08-10
33537,Roberto Caruso,1967-05-23
33538,Lola Braccini,1889-03-28
33539,Ozge Ulusoy,1982-10-28
33540,Mahiya Mahi,1993-10-27
33541,Zdenko Jelcic,1946-08-08
33542,Nicoletta Elmi,1964-02-13
33543,Adrianna Costa,1981-06-26
33544,Jacek Koman,1956-08-15
33545,Noel Johnson,1916-12-28
33546,Ayaka Asai,1992-05-11
33547,Anthony Booth,1931-10-09
33548,Adrianne Palicki,1983-05-06
33549,Thalmus Rasulala,1935-11-15
33550,Roy Horan,1950-01-01
33551,John Dilson,1891-02-18
33552,Santiago Segura,1965-07-17
33553,Berton Churchill,1876-12-09
33554,Peter McEnery,1940-02-21
33555,Luiz Carlos Vasconcelos,1954-06-25
33556,Vanessa Gerbelli,1973-08-06
33557,Carlos Oviedo,1927-01-19
33558,Aidan Gillett,1986-04-12
33559,Reb Brown,1948-04-29
33560,Kasi Lemmons,1961-02-24
33561,Sheila Steafel,1935-05-26
33562,Linda Martin,1952-03-27
33563,Pascal Vincent,1971-09-22
33564,Salvatore Cascio,1979-11-08
33565,Barry Sonnenfeld,1953-04-01
33566,Eduardo Moscovis,1968-06-08
33567,Didi Conn,1951-07-13
33568,Nancy Kelly,1921-03-25
33569,Mirko Boman,1926-12-11
33570,Harry Cheshire,1891-08-16
33571,Vanitha Vijayakumar,1980-10-05
33572,June Brewster,1913-08-08
33573,Aaron Holliday,1996-09-30
33574,Gekidan Hitori,1977-02-02
33575,André Hennicke,1958-09-21
33576,Howard Rosenman,1945-02-01
33577,Conor MacNeill,1988-07-04
33578,Robin Bailey,1919-10-05
33579,Joey Fatone,1977-01-28
33580,Francis Capra,1983-04-27
33581,John Duttine,1949-03-15
33582,Bora Todorovic,1929-11-05
33583,Arieh Worthalter,1985-03-25
33584,Laurette Luez,1928-08-19
33585,Clayton Rohner,1957-08-05
33586,Manoj Sood,1962-05-05
33587,Amruta Khanvilkar,1984-11-23
33588,Chitra Lakshmanan,1948-01-23
33589,Ramon Bieri,1929-06-16
33590,Bob Glouberman,1968-05-03
33591,Maurizio Ferrini,1953-04-12
33592,Humaima Malik,1987-11-18
33593,Sanjay Goradia,1959-09-17
33594,Johnny Haymer,1920-01-19
33595,Tim Herlihy,1966-10-09
33596,Jerzy Nowak,1923-06-20
33597,Humbert Balsan,1954-08-21
33598,Tom Graeff,1929-09-12
33599,Sunny Johnson,1953-09-21
33600,Dan Bern,1959-07-27
33601,Karen Rosenberg,1975-06-20
33602,Iftikhar Thakur,1958-04-01
33603,Robert Davi,1953-06-26
33604,Rob McElhenney,1977-04-14
33605,Osamu Saka,1930-11-07
33606,Camille Keaton,1947-07-20
33607,Angela Mao,1950-09-20
33608,Lady Gaga,1986-03-28
33609,Ramesh Bhatkar,1949-08-03
33610,Ted Bank,1897-12-13
33611,Christiane Kubrick,1932-05-10
33612,Mitsuki Saiga,1973-06-12
33613,Ozan Akbaba,1982-06-09
33614,Sabrina Garciarena,1983-07-19
33615,Annette Warren,1922-07-11
33616,Sandra White,1951-08-17
33617,Sabine Sun,1940-04-15
33618,Harry Hickox,1910-10-22
33619,Imelda Marcos,1929-07-02
33620,Don Knotts,1924-07-21
33621,Stephen Tomlin,1901-03-02
33622,Wes Chatham,1978-10-11
33623,Sushanth,1980-03-18
33624,Bernard Tiphaine,1938-07-29
33625,Little Richard,1932-12-05
33626,David King-Wood,1913-09-12
33627,Ian Keith,1899-02-27
33628,James C. Morton,1884-08-25
33629,Anja Jaenicke,1963-10-09
33630,Amy Gordon,2001-10-03
33631,Hector Fonseca,1980-01-10
33632,Artt Butler,1969-10-13
33633,Anthony Kavanagh,1969-09-26
33634,Biju Menon,1970-09-09
33635,Robert Light,1927-03-04
33636,James Coburn,1928-08-31
33637,Halle Berry,1966-08-14
33638,Igor Zhizhikin,1965-10-08
33639,Jonathan Slavin,1969-11-08
33640,Spencer Daniels,1992-12-23
33641,Madge Blake,1899-05-31
33642,Upasana Singh,1975-06-29
33643,Junaid Malik,1991-05-08
33644,Pam Cook,1943-01-06
33645,Nicolas Cazalé,1977-04-24
33646,Megan Mullally,1958-11-12
33647,Vivian Smallwood,1933-06-18
33648,Eunice Cho,1991-12-15
33649,Rhona Mitra,1976-08-09
33650,Jérôme Pradon,1964-06-03
33651,Amr Waked,1973-04-12
33652,Davide Rossi,1970-08-07
33653,Libero De Rienzo,1977-02-24
33654,Jemima Kirke,1985-04-26
33655,Nathan Gamble,1998-01-12
33656,Herbert Grönemeyer,1956-04-12
33657,Minoru Shiraishi,1978-10-18
33658,Sharon Wyatt,1953-02-13
33659,Nelson Vails,1960-10-13
33660,Pierre Mailloux,1949-01-14
33661,Anne-Marie Johnson,1960-07-18
33662,Jason Ritter,1980-02-17
33663,Iggy Pop,1947-04-21
33664,Teddy Quinn,1958-11-12
33665,Léa Garcia,1933-03-11
33666,Tina de Bruin,1975-11-24
33667,Luca Calvani,1974-08-07
33668,Marie-Georges Pascal,1946-10-02
33669,Olivier Megaton,1965-08-06
33670,Maria Rohm,1945-08-13
33671,Mick Molloy,1966-07-11
33672,Mireille Darc,1938-05-15
33673,Celia Adler,1889-12-06
33674,Paul Valentine,1919-03-23
33675,Debra Monk,1949-02-27
33676,Frank Langella,1938-01-01
33677,Juliet Aubrey,1966-12-17
33678,Carl Billquist,1933-05-19
33679,Raul Julia,1940-03-09
33680,Grace Kelly,1929-11-12
33681,Rob Burns,1953-02-24
33682,Minerva Urecal,1894-09-22
33683,Fiammetta Baralla,1943-05-02
33684,Lotta Bromé,1964-12-18
33685,Matthew Kaplan,1984-04-14
33686,Janet Gunn,1961-11-02
33687,Beau Weaver,1952-01-19
33688,Socratis Otto,1974-05-05
33689,Damon Wayans,1960-09-04
33690,Bert Convy,1933-07-23
33691,Kayoko Kishimoto,1960-12-29
33692,Martin Sensmeier,1985-06-27
33693,Bev Land,1979-11-08
33694,Daisuke Inoue,1940-05-10
33695,Cary Middlecoff,1921-01-06
33696,Chi Muoi Lo,1976-10-31
33697,Ken Kirzinger,1959-11-04
33698,Thilakan,1935-07-15
33699,Francesc Ferrer,1859-01-14
33700,June MacCloy,1909-06-02
33701,Oscar Foronda,1970-09-13
33702,Antonino Faà di Bruno,1910-12-15
33703,Robert Miranda,1952-04-10
33704,RJ Mitte,1992-08-21
33705,Will Barnett,1911-05-25
33706,Nancy McKeon,1966-04-04
33707,Hwang Woo-seul-hye,1979-08-10
33708,Munish Makhija,1968-10-07
33709,Pete Astudillo,1963-12-01
33710,Bernadette Withers,1946-02-05
33711,Steve Heinze,1970-01-30
33712,Sylvia Lennick,1915-11-14
33713,Richard Karn,1956-02-17
33714,Roy Cooper,1957-06-13
33715,Clare Bowen,1984-05-12
33716,Iaia Forte,1962-03-16
33717,Tex Avery,1908-02-26
33718,Edmond O'Brien,1915-09-10
33719,Barry Habib,1960-01-15
33720,Constantin Draganescu,1936-09-27
33721,Mark Goodman,1952-10-11
33722,Alex Høgh Andersen,1994-05-20
33723,Liana Liberato,1995-08-20
33724,Andrew Keegan,1979-01-29
33725,Dey Young,1955-07-28
33726,Jeannette Charles,1927-10-15
33727,Marina de Van,1971-02-08
33728,Philip Anglim,1952-02-11
33729,Zoe Jarman,1982-12-16
33730,Robbi Chong,1965-05-28
33731,Cameron Daddo,1965-03-07
33732,Amitash Pradhan,1990-10-12
33733,Todd Fisher,1958-02-24
33734,Philip Quast,1957-07-30
33735,Aftab Pureval,1982-09-09
33736,William Windom,1827-05-10
33737,John Cho,1972-06-16
33738,W.C. Fields,1880-01-29
33739,Tommy Barnes,1951-04-12
33740,Fiona Fullerton,1956-10-10
33741,Josef Somr,1934-04-14
33742,Dilhani Ekanayake,1970-03-04
33743,Michael Halliday,1925-04-13
33744,Darius Homayoun,1928-09-27
33745,Jolyon Coy,1985-03-09
33746,Andrew Gonsalves,1978-05-31
33747,Christopher Ryan,1950-01-25
33748,Meek Mill,1987-05-06
33749,Seth Meyers,1973-12-28
33750,Boguslaw Linda,1952-06-27
33751,House Peters Jr.,1916-01-12
33752,Seema Pahwa,1962-02-10
33753,Jullan Kindahl,1885-04-12
33754,Stephen Moffatt,1961-11-18
33755,Ira Rogers,1895-05-26
33756,Michaël Cohen,1970-12-13
33757,Caitlyn Jenner,1949-10-28
33758,Sylvie Joly,1934-10-18
33759,Raymond Gérôme,1920-05-17
33760,Nicole Eggert,1972-01-13
33761,Cosette Lee,1910-07-10
33762,Lillian West,1886-03-15
33763,Hero Fiennes Tiffin,1997-11-06
33764,Adrienne Shelly,1966-06-24
33765,Ebba Amfeldt,1906-12-21
33766,Robert Broyles,1933-01-20
33767,Viraf Patel,1980-06-12
33768,Magda Apanowicz,1985-11-08
33769,Albert Delpy,1941-09-13
33770,Nicholas Jarecki,1979-06-25
33771,Russell Hunter,1925-02-18
33772,Dylan O'Brien,1991-08-26
33773,Cole Hauser,1975-03-22
33774,Jessica Wong,1991-03-29
33775,Nadja Hüpscher,1972-03-23
33776,Bob Bingham,1946-10-29
33777,Anna Popplewell,1988-12-16
33778,Timothy Balme,1967-01-18
33779,Ashley Black,1985-06-15
33780,Kaoru Mizuki,1959-06-16
33781,William Guarnere,1923-04-28
33782,Helena Carter,1923-08-24
33783,Jeremiah Donovan,1857-10-18
33784,Clark Gable,1901-02-01
33785,Harriet Walter,1950-09-24
33786,Morena Baccarin,1979-06-02
33787,Niamh Cusack,1959-10-20
33788,Nicole Elizabeth Berger,2003-11-27
33789,Kenji Haga,1961-07-21
33790,Carlo Dapporto,1911-06-26
33791,Naum Shopov,1930-07-27
33792,Graeme Blundell,1945-08-07
33793,Donald Gray,1914-03-03
33794,Kôji Ishii,1960-07-01
33795,Kaylee DeFer,1986-09-23
33796,Aya Suzaki,1986-12-25
33797,Helen Slayton-Hughes,1930-10-30
33798,Luis Barbero,1916-08-08
33799,Vera Jordanova,1975-08-28
33800,Cláudia Abreu,1970-10-12
33801,Marc de Jonge,1949-02-16
33802,Amelia Bullmore,1964-01-31
33803,Yuri Borienko,1932-11-07
33804,Budd Fine,1894-09-10
33805,Katherine Justice,1942-10-28
33806,Rio Yamashita,1992-10-10
33807,Anant Mahadevan,1950-08-28
33808,Natalie Saleeba,1978-06-27
33809,Ken Daurio,1964-05-05
33810,Irene Sutcliffe,1924-07-12
33811,Dana Reeve,1961-03-17
33812,Lupita Nyong'o,1983-03-01
33813,Andrea Eckert,1958-09-17
33814,Nancy Marchand,1928-06-19
33815,Mabel Rivera,1952-06-20
33816,Charles Maddox,1934-11-12
33817,Bonar Colleano,1924-03-14
33818,Kaaris,1980-01-30
33819,Melleny Melody,1969-05-12
33820,Mircea Anca,1960-06-10
33821,Angela Griffin,1976-07-19
33822,Brytni Sarpy,1987-09-21
33823,Mirsad Tuka,1965-06-19
33824,Bill O'Connell,1953-08-22
33825,Joe Mantell,1915-12-21
33826,Phyllis Wallace,1921-06-09
33827,Alex Fox,1953-10-18
33828,Marjorie Kane,1909-04-28
33829,Bronagh Waugh,1982-10-06
33830,Paul Gross,1959-04-30
33831,Géza Balkay,1952-09-05
33832,Jude Wright,1999-11-14
33833,Lester Matthews,1900-06-06
33834,John Bregar,1985-03-01
33835,Jake Kasdan,1974-10-28
33836,Gabriella Giorgelli,1941-07-29
33837,Arifin Shuvo,1982-02-02
33838,Tiger Shroff,1990-03-02
33839,David Pasquesi,1960-12-22
33840,Logan Bartholomew,1984-02-09
33841,Tracey E. Bregman,1963-05-29
33842,Billy Zane,1966-02-24
33843,Adrienne Warren,1987-05-06
33844,Merv Griffin,1925-07-06
33845,Lawson Butt,1880-03-04
33846,Richard Grieco,1965-03-23
33847,Martin Huba,1943-07-16
33848,Bjørn Watt-Boolsen,1923-06-20
33849,Oliver Platt,1960-01-12
33850,Michaela Dietz,1982-11-01
33851,Eddie Kadi,1983-05-18
33852,Liliane Rovère,1933-01-30
33853,Adam Baldwin,1962-02-27
33854,Eddi Arent,1925-05-05
33855,Olek Krupa,1947-03-18
33856,Robert Eddison,1908-06-10
33857,Sergey Kovalev,1983-04-02
33858,Keith Jordan,1950-11-24
33859,Judy Chapman,1951-11-15
33860,Arthur Space,1908-10-12
33861,Harris Dickinson,1996-06-24
33862,Mariana Ximenes,1981-04-26
33863,Sarah Hadland,1971-05-15
33864,Predrag Miletic,1952-09-26
33865,Bernard Lavalette,1926-01-20
33866,Mitzi Gaynor,1931-09-04
33867,Tyler Maynard,1978-09-27
33868,Ira David Wood III,1947-11-19
33869,Rodrigo Prieto,1965-11-23
33870,Candy Darling,1944-11-24
33871,Julie Gonzalo,1981-09-09
33872,Norah Baring,1905-11-26
33873,Tak Sakaguchi,1975-03-15
33874,Helena Bonham Carter,1966-05-26
33875,Ahmed Best,1973-08-19
33876,Mary Hemingway,1908-04-05
33877,Brandon Johnson,1976-03-27
33878,Shawn Levy,1968-07-23
33879,Rachel Luttrell,1971-01-19
33880,Dorothy Dandridge,1922-11-09
33881,Antonia Santa María,1982-07-22
33882,Linda Ellerbee,1944-08-15
33883,Jon Bernthal,1976-09-20
33884,John Hambrick,1940-06-21
33885,Bentley Mitchum,1967-02-22
33886,Timothy D. Baker,1925-04-07
33887,Frank Whitten,1942-11-15
33888,Amanda Pace,2000-10-06
33889,Courtney Rogers,1958-12-26
33890,Mantan Moreland,1902-09-03
33891,Kate Fenton,1954-10-14
33892,Gorella Gori,1900-02-02
33893,Marian Opania,1943-02-01
33894,Greta Kline,1994-03-21
33895,Reshad Strik,1981-06-22
33896,Marino Masé,1939-03-21
33897,Carl Weathers,1948-01-14
33898,Alika Smekhova,1968-08-23
33899,Ko Shibasaki,1981-08-05
33900,Angela Lindvall,1979-01-14
33901,Nidhi Singh,1986-10-04
33902,Cécile Aubry,1928-08-03
33903,Sybil Danning,1947-05-24
33904,Eirik Stubø,1965-06-16
33905,Billy Taylor,1921-07-24
33906,G.W. Bailey,1944-08-27
33907,Ashwin Kumar,1991-05-07
33908,Tom Tully,1908-08-21
33909,Jason Cerbone,1977-11-02
33910,Slavko Labovic,1962-11-27
